's gravenhage, |h;
Yugoslavia, N;
Yugoslavian, AN;
Yugoslavic, A;
Yuhas, N;
Yuille, N;
Yuji, N;
Yuk, N;
Yukaghir, N;
Yukawa, N;
Yukio, N;
Yukon, N;
Yukon River, h;
Yukon time, h;
Yukoner, N;
Yul, N;
Yule, N;
Yuma, N;
Yuman, NA;
Yumuk, N;
Yun, N;
Yunfei, N;
Yung, N;
Yungkia, N;
Yungning, N;
Yunick, N;
Yup, N;
Yurev, N;
Yuri, N;
Yuria, N;
Yurik, N;
Yurimaguas, N;
Yursa, N;
Yurt, N;
Yusem, N;
Yusuk, N;
Yuu, N;
Yuzik, N;
Yuzovka, N;
Yvelines, N;
Yves, N;
Yvette, N;
Yvon, N;
Yvonne, N;
Yvonner, N;
Yvor, N;
Z, N;
Z chart, h;
Z twist, h;
Z-bar, N;
ZANU, N;
ZAPU, N;
ZETA, N;
ZI, N;
ZZ, N;
Zaandam, N;
Zabrina, N;
Zabrine, N;
Zabrze, N;
Zabulon, N;
Zacarias, N;
Zacatecas, N;
Zaccaria, N;
Zacek, N;
Zach, N;
Zachar, N;
Zacharia, N;
Zachariah, N;
Zacharias, N;
Zacharie, N;
Zachary, N;
Zacherie, N;
Zachery, N;
Zack, N;
Zackariah, N;
Zacks, N;
Zacynthus, N;
Zadack, N;
Zadar, N;
Zadkine, N;
Zadoc, N;
Zadok, N;
Zagazig, N;
Zaghlul Pasha, h;
Zagreb, N;
Zagreus, N;
Zagros Mountains, p;
Zagut, N;
Zahara, N;
Zahavi, N;
Zahedan, N;
Zaid, N;
Zailer, N;
Zaire, N;
Zairean, NA;
Zak, N;
Zakaria, N;
Zakarias, N;
Zakynthos, N;
Zalea, N;
Zales, N;
Zaller, N;
Zalucki, N;
Zama, N;
Zambac, N;
Zambezi, N;
Zambia, N;
Zamboanga, N;
Zamenhof, N;
Zamir, N;
Zamora, N;
Zampardi, N;
Zampino, N;
Zandra, N;
Zandt, N;
Zane, N;
Zaneski, N;
Zaneta, N;
Zannini, N;
Zante, N;
Zantos, N;
Zanuck, N;
Zanze, N;
Zanzibar, N;
Zapata, N;
Zaporozhye, N;
Zapotec, N;
Zappa, N;
Zaqaziq, N;
Zara, N;
Zaragoza, N;
Zarah, N;
Zarathustra, N;
Zarathustrian, AN;
Zarathustric, A;
Zardeh Kuh, h;
Zared, N;
Zaremski, N;
Zarga, N;
Zarger, N;
Zaria, N;
Zashin, N;
Zaslow, N;
Zasuwa, N;
Zavala, N;
Zavras, N;
Zawde, N;
Zea, N;
Zealand, N;
Zealot, N;
Zeb, N;
Zeba, N;
Zebada, N;
Zebadiah, N;
Zebapda, N;
Zebe, N;
Zebedee, N;
Zeboim, N;
Zebulen, N;
Zebulon, N;
Zebulun, N;
Zebulunite, N;
Zech, N;
Zechariah, N;
Zeculon, N;
Zed, N;
Zedekiah, N;
Zeeba, N;
Zeebrugge, N;
Zeeland, N;
Zeelander, N;
Zeeman, N;
Zeeman effect, h;
Zeena, N;
Zeffirelli, N;
Zehe, N;
Zeidman, N;
Zeiger, N;
Zeiler, N;
Zeist, N;
Zeitgeist, N;
Zeitler, N;
Zeke, N;
Zel, N;
Zela, N;
Zelazny, N;
Zelda, N;
Zelde, N;
Zelienople, N;
Zelig, N;
Zelikow, N;
Zella, N;
Zellamae, N;
Zelle, N;
Zellner, N;
Zelma, N;
Zelmira, N;
Zelos, N;
Zelten, N;
Zemstrom, N;
Zen, N;
Zena, N;
Zenas, N;
Zend, N;
Zend-Avesta, N;
Zenda, N;
Zendah, N;
Zener diode, h;
Zenger, N;
Zenia, N;
Zenic, A;
Zenist, N;
Zennas, N;
Zennie, N;
Zeno, N;
Zeno of Citium, h;
Zeno of Elea, h;
Zenobia, N;
Zeph, N;
Zephan, N;
Zephaniah, N;
Zephyrhills, N;
Zephyrinus, N;
Zephyrus, N;
Zeppelin, N;
Zeralda, N;
Zerelda, N;
Zerk, N;
Zerla, N;
Zerlina, N;
Zerline, N;
Zermatt, N;
Zermelo's axiom, h;
Zernike, N;
Zerol gear, h;
Zervan, N;
Zervanism, N;
Zervanite, N;
Zeta, N;
Zetana, N;
Zetes, N;
Zethar, N;
Zethus, N;
Zetland, N;
Zetta, N;
Zeus, N;
Zeuxis, N;
Zhang, N;
Zhdanov, N;
Zhitomir, N;
Zhivkov, N;
Zhukov, N;
Zia, N;
Zia ul Haq, h;
Ziagos, N;
Ziaur Rahman, h;
Zicarelli, N;
Zidkijah, N;
Ziegfeld, N;
Ziegler, N;
Ziegler catalyst, h;
Zielsdorf, N;
Zif, N;
Zigmund, N;
Zigrang, N;
Ziguard, N;
Zilber, N;
Zildjian, N;
Zilla, N;
Zillah, N;
Zilpah, N;
Zilvia, N;
Zima, N;
Zimbabwe, N;
Zimbalist, N;
Zimmer, N;
Zimmerman, N;
Zimmermann, N;
Zina, N;
Zinah, N;
Zinck, N;
Zinder, N;
Zindman, N;
Zinfandel, N;
Zingale, N;
Zingg, N;
Zink, N;
Zinn, N;
Zinnes, N;
Zinoviev, N;
Zinovievsk, N;
Zins, N;
Zinsser, A;
Zinzendorf, N;
Zion, N;
Zion National Park, h;
Zionism, NA;
Zionist, NA;
Zionistic, A;
Zionite, N;
Zipah, N;
Zipangu, N;
Zipnick, N;
Zippel, N;
Zippora, N;
Zipporah, N;
Zirkle, N;
Zischke, N;
Ziska, N;
Zita, N;
Zitah, N;
Zitella, N;
Zitvaa, N;
Ziusudra, N;
Ziv, N;
Ziwiye, N;
Ziwot, N;
Zkinthos, N;
Zl, N;
Zlatoust, N;
Zn, N;
Znaniecki, N;
Zoa, N;
Zoan, N;
Zoar, N;
Zoara, N;
Zoarah, N;
Zoba, N;
Zobe, N;
Zobias, N;
Zobkiw, N;
Zoe, N;
Zoeller, N;
Zoellick, N;
Zoes, N;
Zoffany, N;
Zog I, h;
Zoha, N;
Zohar, N;
Zohara, N;
Zoi, N;
Zoie, N;
Zoila, N;
Zoilla, N;
Zola, N;
Zolaesque, A;
Zoldi, N;
Zoller, N;
Zollie, N;
Zollner illusion, h;
Zollverein, N;
Zolly, N;
Zolnay, N;
Zolner, N;
Zoltai, N;
Zomba, N;
Zond, N;
Zonian, NA;
Zonta Club, h;
Zophar, N;
Zora, N;
Zorah, N;
Zorana, N;
Zorina, N;
Zorine, N;
Zorn, N;
Zorn's lemma, h;
Zoroaster, N;
Zoroastrian, AN;
Zoroastrianism, N;
Zorobabel, N;
Zorrilla y Moral, h;
Zosema, N;
Zoser, N;
Zosi, N;
Zosima, N;
Zosimus, N;
Zosteria, N;
Zouave, N;
Zoubek, N;
Zoug, N;
Zr, N;
Zrich, N;
Zrike, N;
Zsa, N;
Zsigmondy, N;
Zsolway, N;
Ztopek, N;
Zu'lkadah, N;
Zubkoff, N;
Zuccari, N;
Zucker, N;
Zuckerman, N;
Zug, N;
Zuider Zee, h;
Zuidholland, N;
Zulch, N;
Zuleika, N;
Zullner, N;
Zullo, N;
Zuloaga, N;
Zulu, N;
Zululand, N;
Zumstein, N;
Zumwalt, N;
Zungaria, N;
Zupus, N;
Zurbar, N;
Zurbarcn, N;
Zurek, N;
Zurheide, N;
Zurich, N;
Zurkow, N;
Zurn, N;
Zurvan, N;
Zusman, N;
Zuui, N;
Zuui Pueblo, h;
Zuuian, AN;
Zuyder Zee, h;
Zuzana, N;
Zwart, N;
Zweig, N;
Zwick, N;
Zwickau, N;
Zwicky, N;
Zwiebel, N;
Zwingli, N;
Zwinglian, NA;
Zwolle, N;
Zworykin, N;
Zyrian, NA;
Zysk, N;
Zz, N;
a, DNVP;
a battery, |h;
a billion, |A;
a bit, |v;
a bit much, |A;
a bon march, v;
a cappella, Av;
a capriccio, h;
a couple of, |A;
a datu, h;
a few, |A;
a fortiori, v;
a gogo, Av;
a good deal, |v;
a great deal, |v;
a horizon, |h;
a hundred, |A;
a hundred thousand, |A;
a hundred times, |v;
a la, P;
a la carte, Avh;
a la king, A;
a la mode, Av;
a level, |h;
a little, |v;
a lot, |v;
a million, |A;
a million times, |v;
a people, |h;
a posteriori, Av;
a priori, Av;
a punta d'arco, h;
a quo, h;
a rivederci, h;
a tempo, Avh;
a tergo, h;
a thousand, |A;
a trifle, |v;
a trillion, |A;
a vinculo matrimonii, h;
a vol, h;
a zillion, |A;
a', A;
a-bomb, |N;
a-horizon, |N;
a-ok, |A;
a-okay, |A;
a-one, |A;
a. conan doyle, |h;
a.k.a., |v;
a.m., |Nv;
aa, N;
aaerially, v;
aaerialness, N;
aalii, N;
aardvark, N;
aardwolf, N;
aardwolves, p;
aarogramme, h;
aaron's rod, |h;
aarp, |N;
aas, |N;
ab, N;
ab aeterno, h;
ab extra, h;
ab initio, hv;
ab intra, h;
ab origine, h;
ab ovo, h;
ab urbe condita, h;
aba, N;
aba transit number, |h;
abac, N;
abaca, N;
abaciscus, N;
abacist, N;
aback, v;
abacli, p;
abactinal, A;
abaculus, N;
abacus, N;
abaft, vP;
abaised, A;
abalone, N;
abamp, N;
abampere, N;
abandon, tNV;
abandonable, A;
abandoned, A;
abandoned infant, |h;
abandoned person, |h;
abandoned ship, |h;
abandonedly, v;
abandonee, N;
abandoner, N;
abandonment, N;
abaptiston, N;
abarticulation, |N;
abase, tV;
abased, At;
abasement, |N;
abaser, N;
abash, tV;
abashed, |A;
abashedly, v;
abashedness, N;
abashment, N;
abasia, N;
abasia trepidans, |h;
abasic, A;
abasing, t;
abatable, A;
abatage, N;
abate, Vti;
abated, V;
abatement, N;
abater, N;
abatic, |A;
abating, VA;
abatis, N;
abatjour, N;
abatjours, p;
abator, N;
abattage, N;
abattis, |N;
abattoir, N;
abaxial, A;
abaxile, |A;
abb, N;
abba, N;
abbacies, p;
abbacy, N;
abbatial, A;
abbe, |N;
abbe condenser, |h;
abbess, N;
abbey, N;
abbeys, p;
abbeystead, N;
abbot, N;
abbotcy, N;
abbotship, N;
abbr, N;
abbreviate, tV;
abbreviated, tA;
abbreviating, t;
abbreviation, N;
abbreviator, N;
abc, |N;
abc's, |N;
abcessed tooth, |h;
abcoulomb, N;
abcs, |N;
abd, N;
abdaria, p;
abdicable, A;
abdicant, AN;
abdicate, V;
abdicated, V;
abdicating, V;
abdication, N;
abdicative, A;
abdicator, N;
abdomen, N;
abdominal, A;
abdominal actinomycosis, |h;
abdominal aorta, |h;
abdominal breathing, |h;
abdominal cavity, |h;
abdominal delivery, |h;
abdominal nerve plexus, |h;
abdominal pregnancy, |h;
abdominal wall, |h;
abdominocentesis, |N;
abdominous, A;
abdominousness, |N;
abdominovesical, |A;
abduce, tV;
abduced, t;
abducens, N;
abducens muscle, |h;
abducens nerve, h;
abducent, AN;
abducent nerve, |h;
abducentes, p;
abducing, t;
abduct, tV;
abducted, |A;
abducting, |A;
abduction, N;
abductor, N;
abductor muscle, |h;
abeam, v;
abecedarian, NA;
abecedaries, p;
abecedarium, N;
abecedarius, |N;
abecedary, NA;
abed, v;
abel, |N;
abele, N;
abelia, |N;
abelian group, |h;
abelmoschus, |N;
abelmoschus esculentus, |h;
abelmoschus moschatus, |h;
abelmosk, N;
aberdeen, |N;
aberdeen angus, |h;
abernethy, N;
aberrance, N;
aberrancy, N;
aberrant, AN;
aberration, N;
aberrational, A;
abesse, N;
abessive, AN;
abet, V;
abetalipoproteinemia, |N;
abetment, N;
abettal, N;
abetted, t;
abetter, |N;
abetting, t;
abettor, N;
abeyance, N;
abeyant, A;
abfarad, N;
abhenries, p;
abhenry, N;
abhominable, A;
abhor, V;
abhorred, t;
abhorrence, N;
abhorrent, A;
abhorrently, v;
abhorrer, N;
abhorring, t;
abidance, N;
abide, Vti;
abide by, |V;
abided, V;
abider, N;
abiding, A;
abidingly, v;
abidingness, N;
abidjan, |N;
abience, |N;
abient, A;
abies, |N;
abies alba, |h;
abies amabilis, |h;
abies balsamea, |h;
abies bracteata, |h;
abies concolor, |h;
abies fraseri, |h;
abies grandis, |h;
abies lasiocarpa, |h;
abies lowiana, |h;
abies venusta, |h;
abietate, N;
abietic acid, h;
abigail, N;
abilities, p;
ability, N;
abiogenesis, N;
abiogenetic, A;
abiogenetically, v;
abiogenist, N;
abiosis, N;
abiotic, A;
abiotically, v;
abiotrophic, A;
abiotrophy, N;
abirritant, AN;
abirritate, t;
abirritated, t;
abirritating, t;
abirritation, N;
abirritative, A;
abject, A;
abjectedness, N;
abjection, N;
abjective, A;
abjectly, v;
abjectness, N;
abjunction, N;
abjuration, N;
abjuratory, A;
abjure, tV;
abjured, t;
abjurer, N;
abjuring, t;
abl, N;
ablactate, t;
ablactated, t;
ablactating, t;
ablactation, N;
ablate, tV;
ablated, VA;
ablating, V;
ablation, N;
ablatival, A;
ablative, AN;
ablative absolute, h;
ablative case, |h;
ablator, N;
ablaut, N;
ablaze, vA;
able, AN;
able rating, h;
able seaman, h;
able-bodied, A;
able-bodied seaman, h;
able-bodiedism, |N;
able-bodiedness, N;
able-bodism, |N;
ablegate, N;
ableism, |N;
ablepharia, |N;
ablepharous, A;
ablepsia, N;
ableptical, A;
abler, A;
ablest, A;
ablins, v;
ablism, |N;
ablock, v;
abloom, vA;
abls, |N;
abluent, AN;
ablush, A;
ablution, N;
ablutionary, A;
ably, v;
abm, |N;
abmho, N;
abmhos, p;
abmodalities, p;
abmodality, N;
abnaki, |N;
abnegate, tV;
abnegated, t;
abnegating, t;
abnegation, N;
abnegator, N;
abney level, |h;
abnormal, A;
abnormal psychology, h;
abnormalcies, p;
abnormalcy, N;
abnormalise, t;
abnormalised, t;
abnormalising, t;
abnormalities, p;
abnormality, N;
abnormalize, t;
abnormalized, t;
abnormalizing, t;
abnormally, v;
abnormalness, N;
abnormities, p;
abnormity, N;
abo, NA;
abo antibodies, |h;
abo blood group system, |h;
abo group, |h;
abo system, |h;
aboard, vP;
aboardage, N;
abocclusion, |N;
abode, NV;
abohm, N;
aboideau, N;
abolish, tV;
abolishable, A;
abolisher, N;
abolishment, N;
abolition, NA;
abolitionary, A;
abolitionise, t;
abolitionised, t;
abolitionising, t;
abolitionism, N;
abolitionist, N;
abolitionize, t;
abolitionized, t;
abolitionizing, t;
abolla, N;
abollae, p;
abomasa, p;
abomasal, |A;
abomasum, N;
abomasus, N;
abomasusi, p;
abominable, A;
abominable snowman, h;
abominableness, N;
abominably, v;
abominate, tV;
abominated, t;
abominating, t;
abomination, N;
abominator, N;
abondance, N;
aboon, vP;
abor, |N;
aborad, v;
aboral, A;
aboriginal, AN;
aboriginal australian, |h;
aboriginality, N;
aboriginally, v;
aborigine, N;
aborning, vA;
abort, Vit;
aborticide, N;
abortifacient, AN;
abortion, N;
abortion pill, |h;
abortional, A;
abortionist, N;
abortive, A;
abortively, v;
abortiveness, N;
abortus, N;
aboudikro, N;
abought, V;
aboulia, N;
aboulic, A;
abound, iV;
abound in, |V;
abounding, |A;
abounding in, |A;
abounding with, |A;
aboundingly, v;
about, PvA;
about face, h;
about ship, h;
about turn, |h;
about-face, NiV;
about-faced, V;
about-facing, V;
about-ship, V;
about-shipped, i;
about-shipping, i;
above, PvNA;
above all, |v;
above board, Av;
above stairs, h;
above the line, h;
above-mentioned, |A;
above-named, |A;
aboveboard, vA;
aboveground, A;
abox, A;
abp, N;
abr, N;
abracadabra, !N;
abrachia, |N;
abradant, AN;
abrade, tV;
abraded, tiA;
abrader, N;
abrading, ti;
abrading stone, |h;
abraham, |N;
abraham lincoln, |h;
abraham's bosom, |h;
abramis, |N;
abramis brama, |h;
abranchial, |A;
abranchiate, A;
abranchious, |A;
abrase, |V;
abraser, N;
abrasion, N;
abrasive, NA;
abrasive material, |h;
abrasiveness, |N;
abraxas, N;
abrazo, N;
abrazos, p;
abreact, tV;
abreaction, N;
abreast, vA;
abreast of, |A;
abri, N;
abridgable, A;
abridge, tV;
abridgeable, A;
abridged, At;
abridgement, |N;
abridger, N;
abridging, t;
abridgment, N;
abris, p;
abroach, vA;
abroad, vA;
abrocoma, |N;
abrocome, |N;
abrogable, A;
abrogate, tV;
abrogated, t;
abrogating, t;
abrogation, N;
abrogative, A;
abrogator, N;
abronia, |N;
abronia elliptica, |h;
abronia fragrans, |h;
abronia latifolia, |h;
abronia maritima, |h;
abronia umbellata, |h;
abronia villosa, |h;
abrupt, A;
abrupt change, |h;
abruptio placentae, |h;
abruption, N;
abruptly, v;
abruptly pinnate, h;
abruptly-pinnate, |A;
abruptly-pinnate leaf, |h;
abruptness, N;
abruzzi, |N;
abruzzi e molise, |h;
abs, N;
abs re, h;
abscess, Ni;
abscessed, A;
abscind, t;
abscise, V;
abscised, i;
abscising, i;
abscissa, N;
abscissae, p;
abscissas, p;
abscission, N;
abscission layer, h;
abscission zone, h;
abscond, iV;
absconder, N;
abscondment, |N;
abseil, iN;
absence, N;
absence flag, h;
absence of mind, h;
absence without leave, h;
absent, AVt;
absent without leave, h;
absent-minded, A;
absent-mindedness, N;
absentation, N;
absente reo, h;
absentee, N;
absentee ballot, h;
absentee landlord, h;
absentee rate, |h;
absentee vote, h;
absentee voter, h;
absenteeism, N;
absenter, N;
absentia, N;
absently, v;
absentminded, |A;
absentmindedly, v;
absentmindedness, |N;
absentness, N;
absinth, |N;
absinthe, N;
absinthe oil, |h;
absinthial, A;
absinthian, A;
absinthism, N;
absit omen, h;
absolute, AN;
absolute alcohol, h;
absolute altitude, h;
absolute ceiling, h;
absolute complement, h;
absolute convergence, h;
absolute ego, h;
absolute frequency, |h;
absolute humidity, h;
absolute idea, h;
absolute idealism, h;
absolute idealist, h;
absolute impediment, h;
absolute magnitude, h;
absolute majority, h;
absolute maximum, h;
absolute minimum, h;
absolute monarchy, h;
absolute music, h;
absolute pitch, h;
absolute scale, h;
absolute spirit, h;
absolute temperature, h;
absolute threshold, |h;
absolute unit, h;
absolute value, h;
absolute viscosity, h;
absolute zero, h;
absolutely, v;
absoluteness, N;
absolution, N;
absolutism, N;
absolutist, NA;
absolutistic, A;
absolutistically, v;
absolutory, A;
absolvable, A;
absolve, tV;
absolved, tA;
absolvent, AN;
absolver, N;
absolving, t;
absolvitory, |A;
absonant, A;
absorb, tV;
absorbability, N;
absorbable, A;
absorbance, N;
absorbate, |N;
absorbed, A;
absorbedly, v;
absorbedness, N;
absorbefacient, NA;
absorbency, N;
absorbent, AN;
absorbent cotton, h;
absorbent material, |h;
absorber, N;
absorbing, A;
absorbing well, h;
absorbingly, v;
absorptance, N;
absorptiometer, N;
absorptiometric, A;
absorption, N;
absorption band, h;
absorption coefficient, h;
absorption dynamometer, h;
absorption edge, h;
absorption factor, |h;
absorption spectrum, h;
absorption unit, |h;
absorptive, A;
absorptiveness, N;
absorptivity, N;
absquatulate, iV;
abstain, iV;
abstain from, |V;
abstainer, N;
abstemious, A;
abstemiously, v;
abstemiousness, N;
abstention, N;
abstentious, A;
absterge, t;
absterged, t;
abstergent, A;
absterging, t;
abstersion, N;
abstersive, A;
abstersiveness, N;
abstinence, N;
abstinence theory, h;
abstinent, AN;
abstinently, v;
abstr, N;
abstract, ANVt;
abstract algebra, h;
abstract art, |h;
abstract artist, |h;
abstract expressionism, h;
abstract noun, h;
abstract of title, h;
abstract space, h;
abstract thought, |h;
abstracted, A;
abstractedly, v;
abstractedness, N;
abstracter, N;
abstraction, N;
abstractional, A;
abstractionism, N;
abstractionist, NA;
abstractive, A;
abstractively, v;
abstractiveness, N;
abstractly, v;
abstractness, N;
abstractor, |N;
abstriction, N;
abstruse, A;
abstrusely, v;
abstruseness, N;
abstrusity, N;
absurd, A;
absurdities, p;
absurdity, N;
absurdly, v;
absurdness, N;
abt, N;
abu dhabi, |h;
abudefduf, |N;
abudefduf saxatilis, |h;
abulia, N;
abulic, A;
abundance, N;
abundant, A;
abundant number, h;
abundant year, h;
abundantly, v;
abura, N;
abusable, A;
abusage, N;
abuse, VtN;
abused, VA;
abuser, N;
abusing, V;
abusive, A;
abusively, v;
abusiveness, N;
abut, V;
abutilon, N;
abutilon theophrasti, |h;
abutment, N;
abutment arch, |h;
abuttal, N;
abuttals, p;
abutted, V;
abutter, N;
abutting, AV;
abuzz, A;
abv, N;
abvolt, N;
abwatt, N;
aby, V;
abye, tiV;
abysm, N;
abysmal, A;
abysmally, v;
abyss, N;
abyssal, A;
abyssal zone, |h;
abyssinia, |N;
abyssinian, |N;
abyssinian banana, |h;
abyssinian cat, |h;
ac, N;
ac-globulin, N;
acacia, N;
acacia auriculiformis, |h;
acacia cambegei, |h;
acacia catechu, |h;
acacia dealbata, |h;
acacia farnesiana, |h;
acacia melanoxylon, |h;
acacia pycnantha, |h;
acacia xanthophloea, |h;
acad, N;
academe, N;
academia, N;
academic, AN;
academic administrator, |h;
academic costume, h;
academic degree, |h;
academic department, |h;
academic dress, h;
academic freedom, h;
academic gown, |h;
academic program, |h;
academic relation, |h;
academic requirement, |h;
academic robe, |h;
academic term, |h;
academic year, h;
academical, AN;
academically, v;
academicals, p;
academician, N;
academicianship, |N;
academicism, N;
academies, p;
academise, t;
academised, t;
academising, t;
academism, N;
academize, t;
academized, t;
academizing, t;
academy, N;
academy figure, h;
acadia, |N;
acadian, |N;
acajou, N;
acalculia, N;
acaleph, N;
acalypha, |N;
acalypha virginica, |h;
acanthaceae, |N;
acanthaceous, A;
acanthine, A;
acanthisitta, |N;
acanthisitta chloris, |h;
acanthisittidae, |N;
acanthite, N;
acanthocarpous, A;
acanthocephala, |N;
acanthocephalan, NA;
acanthocereus, |N;
acanthocereus pentagonus, |h;
acanthocereus tetragonus, |h;
acanthocladous, A;
acanthocybium, |N;
acanthocybium solandri, |h;
acanthocyte, |N;
acanthocytosis, |N;
acanthodian, N;
acanthoid, A;
acantholysis, |N;
acanthoma, |N;
acanthophis, |N;
acanthophis antarcticus, |h;
acanthopterygian, AN;
acanthopterygii, |N;
acanthoscelides, |N;
acanthoscelides obtectus, |h;
acanthoses, p;
acanthosis, N;
acanthosis nigricans, |h;
acanthotic, A;
acanthous, A;
acanthuridae, |N;
acanthurus, |N;
acanthurus chirurgus, |h;
acanthus, N;
acanthus family, |h;
acanthus mollis, |h;
acanthuses, p;
acanthuthi, p;
acapnia, N;
acapnial, A;
acapnic, |A;
acapnotic, |A;
acappella, N;
acapulco, |N;
acapulco de juarez, |h;
acapulco gold, |h;
acaracide, |N;
acarari, p;
acardia, N;
acardiac, A;
acariasis, N;
acaricidal, A;
acaricide, N;
acarid, NA;
acaridae, |N;
acaridan, AN;
acaridiasis, |N;
acarina, |N;
acarine, NA;
acariosis, |N;
acaroid, A;
acaroid gum, h;
acaroid resin, h;
acarologist, N;
acarology, N;
acarophobia, N;
acarpellous, A;
acarpelous, A;
acarpous, A;
acarus, N;
acaryote, |N;
acatalectic, AN;
acataphasia, |N;
acathexia, |N;
acathexis, |N;
acaudal, A;
acaudate, |A;
acaulescence, N;
acaulescent, A;
acc, N;
accaroid resin, |h;
acce, N;
accede, iV;
accede to, |V;
acceded, i;
accedence, N;
acceder, N;
acceding, i;
accel, N;
accelerable, A;
accelerando, AvN;
accelerant, N;
accelerate, Vt;
accelerated, VA;
acceleratedly, v;
accelerating, VA;
acceleration, N;
acceleration coefficient, h;
acceleration of gravity, h;
acceleration principle, h;
acceleration unit, |h;
accelerative, A;
accelerator, N;
accelerator globulin, h;
accelerator pedal, |h;
acceleratory, |A;
accelerometer, N;
accent, NVt;
accent mark, h;
accented, |A;
accenting, |N;
accentless, A;
accentor, N;
accentuable, A;
accentual, A;
accentual system, |h;
accentuality, N;
accentually, v;
accentuate, tV;
accentuated, t;
accentuating, t;
accentuation, N;
accentuator, N;
accept, Vi;
acceptability, N;
acceptable, A;
acceptableness, N;
acceptably, v;
acceptance, N;
acceptance race, h;
acceptance sampling, h;
acceptancies, p;
acceptancy, N;
acceptant, A;
acceptation, N;
accepted, A;
accepted masons, h;
acceptedly, v;
acceptee, N;
accepter, N;
accepting, |A;
acceptive, |A;
acceptor, N;
access, NtV;
access road, h;
access time, h;
accessaries, p;
accessarily, v;
accessariness, N;
accessary, N;
accessibility, N;
accessible, A;
accessibly, v;
accession, NtV;
accession number, h;
accessional, A;
accessorial, A;
accessories, p;
accessorily, v;
accessoriness, N;
accessorius, N;
accessoriusorii, p;
accessorize, t;
accessorized, t;
accessorizing, t;
accessory, NA;
accessory after the fact, |h;
accessory before the fact, |h;
accessory cephalic vein, |h;
accessory fruit, h;
accessory hemiazygos vein, |h;
accessory hemiazygous vein, |h;
accessory nerve, h;
accessory vertebral vein, |h;
acciaccatura, N;
acciaccaturas, p;
acciaccature, p;
accidence, N;
accident, N;
accident boat, h;
accident insurance, h;
accident prone, h;
accident tout, h;
accident-prone, A;
accidental, AN;
accidental injury, |h;
accidentalism, N;
accidentalist, NA;
accidentality, N;
accidentally, v;
accidentalness, N;
accidie, N;
accipiter, N;
accipiter cooperii, |h;
accipiter gentilis, |h;
accipiter nisus, |h;
accipitral, A;
accipitridae, |N;
accipitriformes, |N;
accipitrine, A;
acclaim, tNV;
acclaimer, N;
acclamation, N;
